

  **** Partial wave analysis (DPWA0) ******************************************


  Kinetic energy = 1.00000E+07 eV

  Only inner phase shifts are tabulated

      L       Phase(spin UP)     Phase(spin DOWN)
  4.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  6.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  7.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  8.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.000E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.250E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.500E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  9.750E-02 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  1.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  2.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  3.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.000E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.250E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.500E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  4.750E-01 1.00000E-45  0.000E+00 ( 0.000E+00, 0.000E+00) ( 0.000E+00, 0.000E+00)  1.00E+00
  5.000E-01 8.81164E-17  4.372E-06 (-2.589E-09,-9.023E-09) (-1.072E-11,-3.745E-11)  5.32E-05
  5.250E-01 7.25093E-17 -6.043E-06 (-2.195E-09,-8.227E-09) (-9.598E-12,-3.587E-11)  4.78E-05
  5.500E-01 6.02090E-17 -1.214E-05 (-1.867E-09,-7.531E-09) (-8.579E-12,-3.441E-11)  2.57E-05
  5.750E-01 5.04083E-17 -1.249E-05 (-1.591E-09,-6.919E-09) (-7.647E-12,-3.305E-11)  1.55E-06
  6.000E-01 4.25215E-17 -8.023E-06 (-1.359E-09,-6.378E-09) (-6.797E-12,-3.178E-11)  2.28E-05
  6.250E-01 3.61180E-17  0.000E+00 (-1.161E-09,-5.897E-09) (-6.029E-12,-3.060E-11)  3.15E-05
  6.500E-01 3.08758E-17  0.000E+00 (-9.920E-10,-5.467E-09) (-5.339E-12,-2.950E-11)  2.68E-05
  6.750E-01 2.65518E-17  8.229E-06 (-8.471E-10,-5.083E-09) (-4.725E-12,-2.848E-11)  1.29E-05
  7.000E-01 2.29596E-17  7.932E-06 (-7.222E-10,-4.737E-09) (-4.177E-12,-2.753E-11)  3.69E-06
  7.250E-01 1.99555E-17  0.000E+00 (-6.142E-10,-4.425E-09) (-3.686E-12,-2.663E-11)  1.61E-05
  7.500E-01 1.74275E-17  0.000E+00 (-5.205E-10,-4.142E-09) (-3.241E-12,-2.579E-11)  2.04E-05
  7.750E-01 1.52875E-17  0.000E+00 (-4.389E-10,-3.885E-09) (-2.832E-12,-2.500E-11)  1.63E-05
  8.000E-01 1.34661E-17  0.000E+00 (-3.678E-10,-3.651E-09) (-2.454E-12,-2.426E-11)  6.62E-06
  8.250E-01 1.19080E-17  0.000E+00 (-3.056E-10,-3.437E-09) (-2.102E-12,-2.355E-11)  4.24E-06
  8.500E-01 1.05688E-17  0.000E+00 (-2.511E-10,-3.241E-09) (-1.776E-12,-2.288E-11)  1.19E-05
  8.750E-01 9.41262E-18  0.000E+00 (-2.032E-10,-3.061E-09) (-1.475E-12,-2.224E-11)  1.40E-05
  9.000E-01 8.41040E-18  0.000E+00 (-1.611E-10,-2.896E-09) (-1.199E-12,-2.164E-11)  1.04E-05
  9.250E-01 7.53819E-18  0.000E+00 (-1.239E-10,-2.743E-09) (-9.453E-13,-2.106E-11)  3.31E-06
  9.500E-01 6.77629E-18  0.000E+00 (-9.100E-11,-2.601E-09) (-7.130E-13,-2.052E-11)  4.20E-06
  9.750E-01 6.10834E-18  0.000E+00 (-6.194E-11,-2.471E-09) (-4.993E-13,-2.000E-11)  9.13E-06
  1.000E+00 5.52076E-18  0.000E+00 (-3.621E-11,-2.349E-09) (-3.014E-13,-1.951E-11)  9.94E-06
  1.100E+00 3.77257E-18  0.000E+00 ( 4.061E-11,-1.942E-09) ( 3.705E-13,-1.774E-11)  7.17E-06
  1.200E+00 2.66491E-18  0.000E+00 ( 8.823E-11,-1.630E-09) ( 8.808E-13,-1.624E-11)  3.61E-06
  1.300E+00 1.93575E-18  0.000E+00 ( 1.176E-10,-1.386E-09) ( 1.268E-12,-1.497E-11)  3.61E-07
  1.400E+00 1.43983E-18  0.000E+00 ( 1.351E-10,-1.192E-09) ( 1.572E-12,-1.386E-11)  1.98E-06
  1.500E+00 1.09313E-18  0.000E+00 ( 1.450E-10,-1.035E-09) ( 1.807E-12,-1.290E-11)  3.08E-06
  1.600E+00 8.44815E-19  0.000E+00 ( 1.499E-10,-9.068E-10) ( 1.992E-12,-1.205E-11)  3.09E-06
  1.700E+00 6.63214E-19  0.000E+00 ( 1.513E-10,-8.001E-10) ( 2.137E-12,-1.130E-11)  2.31E-06
  1.800E+00 5.27921E-19  0.000E+00 ( 1.506E-10,-7.107E-10) ( 2.251E-12,-1.062E-11)  1.14E-06
  1.900E+00 4.25452E-19  0.000E+00 ( 1.483E-10,-6.351E-10) ( 2.341E-12,-1.002E-11)  1.00E-07
  2.000E+00 3.46702E-19  0.000E+00 ( 1.451E-10,-5.706E-10) ( 2.410E-12,-9.478E-12)  9.51E-07
  2.100E+00 2.85368E-19  0.000E+00 ( 1.413E-10,-5.151E-10) ( 2.464E-12,-8.984E-12)  1.40E-06
  2.200E+00 2.37029E-19  0.000E+00 ( 1.371E-10,-4.671E-10) ( 2.505E-12,-8.535E-12)  1.40E-06
  2.300E+00 1.98514E-19  0.000E+00 ( 1.327E-10,-4.253E-10) ( 2.535E-12,-8.124E-12)  1.03E-06
  2.400E+00 1.67519E-19  0.000E+00 ( 1.282E-10,-3.886E-10) ( 2.556E-12,-7.747E-12)  4.71E-07
  2.500E+00 1.42351E-19  0.000E+00 ( 1.238E-10,-3.563E-10) ( 2.570E-12,-7.399E-12)  1.26E-07
  2.600E+00 1.21740E-19  0.000E+00 ( 1.194E-10,-3.278E-10) ( 2.578E-12,-7.079E-12)  5.62E-07
  2.700E+00 1.04733E-19  0.000E+00 ( 1.151E-10,-3.024E-10) ( 2.582E-12,-6.782E-12)  7.80E-07
  2.800E+00 9.05970E-20  0.000E+00 ( 1.109E-10,-2.797E-10) ( 2.581E-12,-6.506E-12)  7.59E-07
  2.900E+00 7.87704E-20  0.000E+00 ( 1.069E-10,-2.594E-10) ( 2.576E-12,-6.249E-12)  5.43E-07
  3.000E+00 6.88144E-20  0.000E+00 ( 1.031E-10,-2.411E-10) ( 2.569E-12,-6.009E-12)  2.19E-07
  3.100E+00 6.03845E-20  0.000E+00 ( 9.940E-11,-2.246E-10) ( 2.560E-12,-5.785E-12)  1.26E-07
  3.200E+00 5.32086E-20  0.000E+00 ( 9.586E-11,-2.097E-10) ( 2.548E-12,-5.575E-12)  3.73E-07
  3.300E+00 4.70690E-20  0.000E+00 ( 9.247E-11,-1.962E-10) ( 2.535E-12,-5.378E-12)  4.89E-07
  3.400E+00 4.17911E-20  0.000E+00 ( 8.924E-11,-1.838E-10) ( 2.521E-12,-5.193E-12)  4.61E-07
  3.500E+00 3.72336E-20  0.000E+00 ( 8.615E-11,-1.726E-10) ( 2.505E-12,-5.018E-12)  3.15E-07
  3.600E+00 3.32817E-20  0.000E+00 ( 8.320E-11,-1.623E-10) ( 2.489E-12,-4.853E-12)  1.06E-07
  3.700E+00 2.98413E-20  0.000E+00 ( 8.039E-11,-1.528E-10) ( 2.472E-12,-4.698E-12)  1.14E-07
  3.800E+00 2.68348E-20  0.000E+00 ( 7.771E-11,-1.441E-10) ( 2.454E-12,-4.550E-12)  2.67E-07
  3.900E+00 2.41982E-20  0.000E+00 ( 7.515E-11,-1.361E-10) ( 2.435E-12,-4.411E-12)  3.31E-07
  4.000E+00 2.18781E-20  0.000E+00 ( 7.271E-11,-1.287E-10) ( 2.417E-12,-4.278E-12)  3.01E-07
  4.100E+00 1.98299E-20  0.000E+00 ( 7.037E-11,-1.219E-10) ( 2.398E-12,-4.152E-12)  1.95E-07
  4.200E+00 1.80164E-20  0.000E+00 ( 6.815E-11,-1.155E-10) ( 2.379E-12,-4.033E-12)  1.00E-07
  4.300E+00 1.64058E-20  0.000E+00 ( 6.602E-11,-1.097E-10) ( 2.359E-12,-3.919E-12)  1.01E-07
  4.400E+00 1.49716E-20  0.000E+00 ( 6.399E-11,-1.042E-10) ( 2.340E-12,-3.810E-12)  2.00E-07
  4.500E+00 1.36910E-20  0.000E+00 ( 6.204E-11,-9.911E-11) ( 2.320E-12,-3.707E-12)  2.36E-07
  4.600E+00 1.25448E-20  0.000E+00 ( 6.018E-11,-9.436E-11) ( 2.301E-12,-3.608E-12)  2.07E-07
  4.700E+00 1.15162E-20  0.000E+00 ( 5.841E-11,-8.993E-11) ( 2.282E-12,-3.513E-12)  1.25E-07
  4.800E+00 1.05911E-20  0.000E+00 ( 5.670E-11,-8.578E-11) ( 2.262E-12,-3.422E-12)  1.00E-07
  4.900E+00 9.75728E-21  0.000E+00 ( 5.507E-11,-8.190E-11) ( 2.243E-12,-3.336E-12)  1.00E-07
  5.000E+00 9.00408E-21  0.000E+00 ( 5.351E-11,-7.826E-11) ( 2.224E-12,-3.253E-12)  1.55E-07
  5.100E+00 8.32232E-21  0.000E+00 ( 5.201E-11,-7.485E-11) ( 2.205E-12,-3.173E-12)  1.75E-07
  5.200E+00 7.70402E-21  0.000E+00 ( 5.058E-11,-7.164E-11) ( 2.186E-12,-3.097E-12)  1.47E-07
  5.300E+00 7.14221E-21  0.000E+00 ( 4.920E-11,-6.861E-11) ( 2.168E-12,-3.023E-12)  1.00E-07
  5.400E+00 6.63081E-21  0.000E+00 ( 4.788E-11,-6.577E-11) ( 2.149E-12,-2.952E-12)  1.00E-07
  5.500E+00 6.16447E-21  0.000E+00 ( 4.661E-11,-6.308E-11) ( 2.131E-12,-2.885E-12)  1.00E-07
  5.600E+00 5.73851E-21  0.000E+00 ( 4.538E-11,-6.055E-11) ( 2.113E-12,-2.819E-12)  1.24E-07
  5.700E+00 5.34879E-21  0.000E+00 ( 4.421E-11,-5.816E-11) ( 2.095E-12,-2.756E-12)  1.34E-07
  5.800E+00 4.99169E-21  0.000E+00 ( 4.308E-11,-5.589E-11) ( 2.078E-12,-2.695E-12)  1.07E-07
  5.900E+00 4.66396E-21  0.000E+00 ( 4.199E-11,-5.375E-11) ( 2.060E-12,-2.637E-12)  1.00E-07
  6.000E+00 4.36277E-21  0.000E+00 ( 4.095E-11,-5.172E-11) ( 2.043E-12,-2.580E-12)  1.00E-07
  6.100E+00 4.08555E-21  0.000E+00 ( 3.994E-11,-4.980E-11) ( 2.026E-12,-2.526E-12)  1.00E-07
  6.200E+00 3.83007E-21  0.000E+00 ( 3.897E-11,-4.797E-11) ( 2.009E-12,-2.473E-12)  1.01E-07
  6.300E+00 3.59429E-21  0.000E+00 ( 3.804E-11,-4.624E-11) ( 1.993E-12,-2.422E-12)  1.05E-07
  6.400E+00 3.37644E-21  0.000E+00 ( 3.713E-11,-4.459E-11) ( 1.976E-12,-2.373E-12)  1.00E-07
  6.500E+00 3.17488E-21  0.000E+00 ( 3.626E-11,-4.302E-11) ( 1.960E-12,-2.326E-12)  1.00E-07
  6.600E+00 2.98818E-21  0.000E+00 ( 3.542E-11,-4.153E-11) ( 1.944E-12,-2.280E-12)  1.00E-07
  6.700E+00 2.81504E-21  0.000E+00 ( 3.461E-11,-4.010E-11) ( 1.929E-12,-2.235E-12)  1.00E-07
